NU_INSCRICAO,NU_NOTA_MT
72015742f88294ff22136b796ae21fa3bd7ff783,NA
e76ff15c117627b54fd9982e861f440dc768ecc5,NA
21fd3328af19163fa8b6aa5379c514cbb80aa40c,666.874267578125
5fa5d2acc9f8a67fb4429935481b238e2bfc304f,586.67236328125
0bd355cec1d9f3a77091328a3a2ed00055ef5b8c,NA
82d0f31d745e2bb538a7b2b4e3b9d12fe8410afc,NA
991f7e20c95b8ccfe1e778cc46271298255ef03c,530.9354248046875
74fce1f1cb212c9bd565c567e67dd36c4c8f0195,676.8555908203125
15e213eeafccc2104b09e68d19bf0d319e6b3d23,499.5597839355469
1980b884a95091958fed36f2a25f4f67d951307a,480.6969299316406
85d8f06a32db9cc5355cf0697f01f6f72ee6990e,524.99908447265625
bd6f17903c51d67ddc4dfb0ae966e71d6d7de048,545.57708740234375
0d607b93f4fb2c0bc4a101d049aaa2afd95c2403,512.3377685546875
38322f95e4b41e66fe73b075cf7a85d8eb1f4078,770.43121337890625
17b5dd38279725f7bf42fd672087d34581aac7fc,527.590576171875
91be8aaf2eaeab553df643e309d7731f55951416,NA
8309b6e358182075fe70ff33ffb819491bf7dce4,496.59521484375
05152b3d0b3835e47ba4a0f645420453ec606f11,NA
18cc562b243cac2c8f6e88260ee7de9345e511da,488.5895080566406
e300b2071c31c00ccce1ed056a9ba5cef3257509,NA
b8574cdb72d7c948c3c536501930f4998cefc5f8,515.3721923828125
7ca98c72cdf85704e7b3a4380c875482b6ad82ec,537.0247802734375
642d4d14f3a42c4c70371c9e647d87c350756dfa,714.769287109375
5274f6ec4abf32eaab809472f94c2ccbf7cd1b44,NA
6047a4238c87b04f722c0bf2705289ab82c0ffd6,450.13739013671875
c2cbe6a23cc008611e77294497830f9e92e8bc97,697.90887451171875
8635319581b84dab491c5ebbb9f2527208044d6a,450.26678466796875
393aac47666d86df377cf029a6e4405d58ee8865,NA
7c57d6e43c628184d269344c670fa6ed8596ec86,NA
baa3231770de496cd7901551292411fcd175d6a5,449.7652893066406
deedf4f96c04de5d73e84bf87eb67e07de11df96,NA
4bf785c67b51c1b629cb1e3f2f3b977efebd9a05,429.3615417480469
4a2ab5dfbbfaa5c1aa85487050b2bb4f6f6e2229,475.7610168457031
9306c48c3b1941bdc4639843294326772caec025,572.59002685546875
4d911ccccddde4e30483e3f79293bc0c936176ea,485.32293701171875
c196ee2052027994534830c4326b3f636f1b74d2,441.5165100097656
915efb3607fea8a03fd1edb816c912cc537edb9b,478.9905700683594
ac1df349db67d05cd3b442fc71eec050caee4525,453.1419982910156
0f3c9e3a3a04bceae80f3e5367e64516e6ef5ed8,NA
603c228e78a4706ed100c1c07c76ecc13288425d,477.74017333984375
118799dfc52115ba91843fd2c77400493a8c2720,539.99090576171875
23b99de44a07ea38f827ad0714169bae4bcc8711,503.6535339355469
895b5ffe20d0f0f2dda0c350b87b6f72519bd626,450.1308288574219
aec4c0beeb85804832670209b2184df3b3c600ce,412.04522705078125
ccab52a527f2b492e0e65c70afb5266c53351197,NA
1f92470fe8137bcc16059dff0384cde43e2db448,630.28485107421875
3dcbf6f39004474343ddb2cf52cd58ede4aad3c2,471.5825500488281
a62072894278c7e7aab0c7239d2ef25e259c9849,398.5024108886719
d4ea760a67ed0ba257c76fd9a197708642e8bc62,494.0991516113281
9f56aea741a82168d02d038c0575cc392237000f,NA
53e74317befbb39e2f5c738c306fc6d34aaa192c,482.68896484375
2c9618dd62fda981e539fca57ee3be6b6de870ae,428.1732482910156
8500865acd482736233a43a6b616705bec5928dc,438.2844543457031
ff1e071446d5f6c03e9cf20cfe0476a4db8627ac,434.76007080078125
fe1d5e20196d946c045d658dbd81de762c858bba,543.181884765625
0fed213d36822ff189430e3b844e420b84783559,NA
6b1071436aa5429f5ca0f6603454282e572d5ec2,429.4874267578125
701b94e2722c3bccbd419973779c74cd901cbb49,562.18206787109375
e1e0f0d959f4966498b7cd1b8aabab29bd90c7f7,421.6555480957031
40272b7b6944953d19441f3d11db1ca6259036c7,439.92138671875
3aa252c007ed0bbafa2ace65310083a6d48e6ebe,471.3119812011719
ae5b05ce0d8d567328db7bf3b32947fecef73870,NA
2da6c6fcffd9bd22e13a8717b62ad8b7eb4381e1,412.0005798339844
189c4106bf1678e12e9891b3688337a22f2f611d,NA
ad1a5a001fb410e949c882c3cefcaf88311f6fa8,NA
57aad26f657f508f28e7a4c7d8917a985a54b44f,445.7110595703125
61df053a75707ec0fd8e8cbe49f5bb79e7d20328,508.5328369140625
204da37333efada9bd5864510185eb8c4d41fe48,NA
69ad43874be3091574f051ca334483f5953a7e37,NA
f212e61eadee0388447fd7aa71a63b5b231ec46a,452.630615234375
08bda823dfcbcbe45c46e6666268434b54a875c7,NA
a1e1b1477bc37f3aaf4359bdef31cab9f8d4fffa,NA
e50870ccda7ec32760ee23f08e9c9dbf0288f47d,590.177978515625
067c07859139fba60b96329bbba80fed79ed9535,505.60662841796875
7355cdb97afc51c0d4fb1895d407adc1a826130b,437.00653076171875
3c69a9f903494bc62eab1f114782bf8eb8380e95,472.02783203125
2189f7079585e9c5036b0cc92a1c7dc065aae1a8,NA
74aaf71b443f1ced65fd4c071acc0b5fe9079b97,431.7308044433594
f6b570f463b91beb332e1e5be09838dea7214790,457.0894775390625
cfa20d03b8d493eb00a3e91d3dd0f93573e625f7,554.8314208984375
23f42cbb61a06a505bc0fb98585945008f83f1cf,465.2549743652344
1b148ac62bb092fc8e1b5340ac12924dba7d3715,434.5971984863281
a714da15af9873f1ef20fae52901a9ac1d8ade35,466.6060791015625
1db7ee0e01a793bac520aa333f51e963caa92d4e,NA
6c45e7e2a9578ff4887d8bc05ca5ab4faed336ed,525.28839111328125
0002c409e1ee2353dbff680d9a7e77a5f0b50a94,490.00762939453125
46eefba83d46b5adb275c69224fe09fb630d5358,567.209228515625
f571bde7cea96e93003f7883f1b9850f96fe9c6a,493.34112548828125
e248d194082a8831734a6e3a34a58f6aaf5039d9,442.7909240722656
e386f7846ab26c3732b27921dafef4c7d9e5f7a5,NA
3490b0c6fb958daf5fb36d327ba17d34ed8abd90,444.7845153808594
eb43926f5b09278e6bf0d34a2440bc8670244656,476.439453125
893adc250ec2d94bf7fee352c7c17cb765d333b6,447.799560546875
25ce5386c14ad7d2b09b2b8ea40f60a5bd83570d,463.3382873535156
21e7c065af2be78876ed12d2efa20420080f6275,455.4700012207031
4a8387ab4e484323ab4c1685f2cb2385b2a42ee4,421.2395324707031
972908d6e89a97159ccb1dd1d4892cb970cae6a2,487.7608642578125
685b9a65ae48916267ab7503f8f55a3a466abd77,612.32745361328125
8064c6c452997eb96ae79e2d5d3c348581e78b14,668.34906005859375
8605485ed65313a27e96f467456f1a53f1107500,468.8394470214844
768fc57d371dec37913eb51f11818650d83b7e63,489.8431396484375
9ddd5a166c6c32e390e4f439437e444546df1187,NA
8c8cd6bda53fdd340de2c63fb5d4efc54a7922de,474.34674072265625
f6554ffa8707a96d87ac0a3dc3380505dbe25dea,491.5478820800781
be93a3a5cc2fb1ddb9d47ad74f85331b75348778,437.9725036621094
689b58e47a677df619a3ff52d548b7248d7659ae,NA
0a80c4d2e908eaa854b6c500ea28ae09e491a823,NA
b0d03f4d46aa50849796dd95473755112c1fe26b,402.4389953613281
02f3fc0644c3a974b1ec0dcf6687f78d5a000d58,434.48504638671875
fd4666997792a70aa3116ea109dd8b756f5b2135,NA
a54ddb5376fdacf5cd1f0d1add5ded62330342b6,460.1227722167969
28f15b94a9475a6ee13da565eca0c6afd162c4b8,433.9171142578125
1bceec9f2b9439b2ba4733e3527da7d5063df496,412.52081298828125
2dfad9a8c00252be6dee24e3377e0ae4e57f2d06,NA
9b48a44fbc521e33f99bcecdcc96ffc598e6e632,432.5352783203125
9f857ceeebe43dddaaf84f944c3c94a664ff2bda,533.14569091796875
630b1e2b3adcf90f1c930cad9e871b174cf12c1a,NA
fc0624bcc7e605b2d20a3a16857675498491654e,480.8536376953125
5f0ab4a373e3558a29da52aff2b1d4cf7fde4404,NA
6860ba98c2c65893de299e4755087d5d6b6a6033,482.11322021484375
70130a38cbf5e620b6ab5122bd69566791902b7e,NA
930383c9037251c38e40ad9843534cd98c91a0e7,NA
4f2370175e8559143c43b30788b65260884ea2f9,467.9985656738281
b82ad5b2113a68659252db9051093cc05087a38b,NA
837c933e6e8b380e440024abe3eb4ce9a7ad6315,457.4847717285156
478cf2c66a99d0106080fd93fff65c9a56b04453,NA
2211d854bb3e5dc2d5fc07f73066e41d3a5693dc,446.1162109375
1ebb9d6032291ece52576d2d08192d9b2b99f454,755.20831298828125
d958d954eecd475a0531335ec908bdaba301921e,462.0143127441406
14bd9da1a22b6ce55c9ffbc04f9f6bc40333d4d1,417.5919189453125
ec522885b9a426515641c1c67a5528e18f14bf5a,NA
69c2149031d76ac0451f02e2c9d0de205806a07a,NA
3834a3cc23a38eccc9189e8bee7ee358b75fd635,407.86444091796875
d5b79ab72ba5a5aa8bf3d9fe16bae73e39b9dde5,460.6863098144531
ef49c026fc5471e8c1b56e3fb2419b946a33c76d,485.7751159667969
9374367408d6d3a00bd23fafb447f0fe9800b278,484.4590148925781
f2cbaa558fdbbf3d649ae65ef94a9d04b37fa58a,NA
c8cf85985775108a962f206bbc07f9b96edf577d,482.42327880859375
fd2be6be460aeba8ad01303ec1c734b3ce6f9e68,NA
22c4abf2162ac430458742f60e265835362dc7d3,NA
e4220a05813204f233d232a847cf24d60fc460c0,530.5006103515625
bc94527b84d81f7092c3694e357b02eccad91f1d,NA
66a58d3b1020e10bb366884a26853f1d267bf42a,446.18682861328125
83b2bbe9efb5a5e8eab5c46d2c673f543fc8d39b,455.2773742675781
d084e1c3d7146dbef3c6481a96359948bf91d7db,462.4602355957031
9888d8f325173fc4f4bac14903ac7b770478e1a4,NA
da3e65bf356c83ae8b3d572a791a96b8dfdaae63,513.141845703125
261b29785844821814715b52511dbe7bc6905168,494.4831848144531
cf9a14508e8ca7b8b1d655e3d9dac3c7f6cddc94,NA
f2ef13cfcdc3cef6ed5b3bf69ea1410b865d1fc1,434.9210510253906
8883c8649e0df6462c6f4a06ea6e9595149bf6ac,435.1793212890625
cc1e3f6d30dfaf8b21834c0ecfe0b773b4092cf4,489.734130859375
2aee59a8709e9bbf7de39903fe1172fd948e44c1,545.345947265625
cf71722a9c4e583c4931ebc390cfe917e63e80c1,488.8040771484375
77b20dfbf4075cf839105980792b7298380acabb,NA
ec3d4ba8f80c75414b4e87994cf0058ae2b1fce3,NA
39905ee60f2cfbd2c06e6af96595c470ccf74d3e,429.5132141113281
0c7978c01fb8fcf7c0d48935c0d66410d8ee2c2f,NA
0e326387495f24745d2bc6110ac18f3580e56290,576.03680419921875
f94f945618e9047bdde48cc06cc7a6e0af719a37,412.00927734375
0dcb5c89c0eb43936e7f1366f1dc76fec085d040,454.8431701660156
3d4c1727853053cb5eb4d407b22396e314509d86,NA
580063acdd223dad07639900466c199c7ec6de6f,471.2649841308594
265f10f7456631dec2915feb97ca6b706d8afb34,418.1131286621094
f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,537.0146484375
5085085c3fb8ffdb2c6c30fb66fa17f56f0d95d4,NA
c60905dd75c5c4ea022000a0d832d19e7b1de7d9,479.7423095703125
6d599c950879cc9667cc49f0bc52ba4868387962,NA
7ff56884aabc69f1d8b14577a6407ac705d35620,419.25323486328125
68199e9559d14e9d3619b1d9d5c2ec12aaba571d,498.7193298339844
f77f4a3f4a4174bd6d5f0127b09b3a9436afbc99,NA
421ae8bdf8fcfbd12912424dc6b99843ff81f50e,NA
3388ba2455af7dba1afc8be01e9ef9aa3cd5b992,450.8409118652344
424bdb568028c00e963fc710f7a31107978feb84,416.850830078125
9fc249e4d6dece656c8796d34208d45dc535c3a7,560.25201416015625
827c808e5a3d17b81cd7cb9434f92b276416a39e,437.402099609375
3b14b7a79a33800100b57153088a4658c2979c57,426.4770812988281
5916e2530308e5ce4602179367a5372a5f5135e2,469.8682556152344
a5880689fa0d7e2b80596a17c3f6a9e85439d398,517.4521484375
c8cf5c4159c454809b801ea438db3974e8242c7b,531.79180908203125
77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,640.0650634765625
19b8b06263c22bc148bd3e79ced71751b0462f67,NA
68043cf6df7116c4fbe9e8c461155a79d1149997,505.82586669921875
ffbf2b9497516c22da904a5736fef527ba8b868f,428.9478759765625
5001def5a54c7352a7f5efe6ca553cddeca44e73,510.9426574707031
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,575.095947265625
c69d18e6e6b386e2e1592648d9e2366de5f64c06,NA
c57a918711e5f9909c06865804a1cc13ccb38936,438.81475830078125
d43c8bc37d22f63102d62317b61cbcdb1331054c,587.06268310546875
373440621611720645f51dbbada979c89bb14cd9,476.62322998046875
6cb9ea06bba586157fee26eb9d3642894fd55b43,443.1728515625
b6ec42121f5e7659aa01f3ebe1d18e02b74b3a7a,NA
84db81d48417a1f9bef9a5b72a0eb395b5a9846e,459.5845947265625
36f872f6120d768d0659a8dc67903c0ebf85f7e1,438.146484375
6eac66cd9ec970d8887a7df2ed69c132b8049521,NA
194268c39d944ac4b3930c2c0bd8342c15773ad0,NA
32ecd1831c2972d2e350967d4c96614030d9c2e6,417.9022521972656
d6ee1053b27c4c184f9f5dc8c804c99f204a32dc,NA
9f9fc9c670143177022b7ea79292186768fb3849,426.78582763671875
fe8333dd7a48c2c6da19394b93e6413b2d969588,763.542724609375
993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,535.83697509765625
e7155d360d9614f96d8f28af8cebee412228e753,493.08062744140625
8bc5a02113c1d872fd3d7c745df40e622400e51a,668.69635009765625
2900ff93d1f83e953e0b7abdfa3fb081366c967c,NA
e3674c21fa2357713f79e3e228580d7a772c62ca,524.2459716796875
7c8d53c9ecdb67403aa3a048a3d91f076934b160,NA
406d38e4421757935a3e7898f767a98c306e4015,NA
9aa4a411cd914b73b9d2843d50f7796dad1c0969,440.6040344238281
061ec45bddd19204b4ed9e1cc794b116aaffcd97,620.32550048828125
a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,474.8925476074219
0cae68bb07813f6be4f476c21d699c697cb479d9,NA
1ab6ff506119fe0fb2b17147c7019e7419a4be14,NA
83400bcebb04d1605ad7d37568b1bf4bde04b494,463.4491271972656
54899865c8bed8eb4d54c8d4c8ae09a30864290c,681.30816650390625
63e7e834e16f11029f62736780b3a101cac5e5f8,576.33294677734375
dc7a06efb8feb5e397b1d57d5478e2965322e80e,456.8417663574219
625786c698ec763a4dbba2978876dacf605d42c8,NA
8ba8d9f7e4d980b58556226d906e2236659cda4f,405.3314208984375
db1b380fa7e57e26a6aaf292a1ce10cd88be4d5c,NA
ef52f1830fe4acb0d7ce223353a239b3fac81925,436.77203369140625
873ca0475258c0454ff969ff7f8b779c30729f48,467.1214294433594
43d7bd465f67853f09b8ea211afa8cba29d6452a,407.9935302734375
0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,428.6949157714844
691a5440a2e6406b5444e5322ca44e06ccb3ddf6,489.1295166015625
49a9e7f2baa21147daed25a03be27ef0d785cdaf,436.18310546875
f9f2a8ef22a9ca0df9043d97f8091821346f7efa,590.76275634765625
2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,559.87249755859375
97854c6bc17f30f476dc404dc3e74bda38afb8ba,NA
c57e5c73a18d895c0d10f18f4ca74d5073c16698,530.89404296875
2ed840bcb61092680e034399b5b638d6492e146e,NA
20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,449.75830078125
1a4a30ccca625947b0d2a60f25702e8066320f5c,NA
291eda98ff5f826d1adeec3ce1efc385ece76e7c,429.16290283203125
a976f1e8f9ba929071999ca384edb2f2bd0e0026,468.2590637207031
fe944ad10aedde4f5e27c0db435fd4bd65a12dc3,NA
601eb56c4870e7f3ce567bef879997434fab6978,422.2962646484375
195b20dc6c758d0fb1709ceeb16fff1be40ba63c,471.81915283203125
8d2007f35400585b1a23535658a56e3f56deae16,580.42431640625
504fb778c3000f0f74c49d28a157ef535df7b26e,484.6393127441406
41486a1936312d298dd64860a5d146bbe6e1f6ad,437.6890563964844
9b451f12c10f88c290d1c4f6e84bf4d12094e8d1,NA
eaf79174460e09e7653d588de06f97e1bbd42138,497.36932373046875
cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,427.14874267578125
2181b6cd1a507e4be28b56bc22a49fc0c508891f,485.37933349609375
5cf539ec5fbefdd7e36c73555623aef55261b30a,636.97247314453125
cfcaab878786f9216a4d8433f2a46bad9276aee4,457.4975280761719
1b24de7ad1184ad4a97f373e876b96eea61c6b17,516.49896240234375
c261830482fb017b2cca67da0781f4b8b8d83187,NA
62add403579d50fbee420593bd16447b10679b89,514.66632080078125
d8e056958f364d9b9abc8cd7d7e464341655e324,NA
e00b16108ae0577000f16ced5a92205b35879b17,420.3829040527344
578b34d9c52218727f025eeeb7e9ece099e7962e,NA
91011d06f4c11199a3ae872aacadadd7d5d75f1c,NA
139838127162e6aa92bebbc5651e0472286a0619,NA
3c4914af467ac58e125a45a078ab6cd43e13b655,451.091064453125
2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,432.2796936035156
df7d7db821755b6e9a024a3cebe06b8155d9c708,429.8974914550781
8134453bc66345ba09033fc2118df694fa6a5299,481.21917724609375
6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,464.4139099121094
b04d55df23021bca201b74ffe2e63ea7f2449877,478.4938659667969
3f318550fb1494cc6160d1e031ae29ac2fc065aa,458.9540710449219
ef77de8ef635260390a3261262869ca5c6135f59,NA
2dd2c7b4d6c1a00daa2ec9d46085f48d3597d8e2,NA
c7cc0461b2c741ae81ee815a975dc6b9e514875c,442.1755065917969
73274817307e9baf478abdd2e6e73bab0ab26ecc,NA
af6c4e9ec5b12de767977306416bd0d9447d310d,446.8573913574219
7b309e8114f95274ac95aad6697df953fce1d861,449.0729064941406
354a476d6cc00db02bbe4bacbebe0298c14b9926,NA
1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,421.18096923828125
adcb305091a3f8b4a9771362caaae7d2b39465c2,489.3486328125
3b08ec5615162eeef39ddf97c305601f8d6be53c,635.14385986328125
dd8bf6ed8a7291b0bac35478a7d4812939478898,494.5428771972656
298c9c61c87385c00c8eaa4192d153a8d059e411,456.60089111328125
df79eec536e5028c8774e72b5ed0ea72ee8f63b5,NA
64449fe7c928f02f796c5b0d527c681b537f7859,460.0752258300781
bfaa66d24544cca4105e4364d9228bb8dc61c14a,NA
62d6fdccdcae41351a63bcd346eb65178c0481f1,NA
5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,572.02349853515625
f0d08da594cee151c351acda8e05cedb7aa8f2e6,553.29254150390625
cd2030092aacaa9580845fc92189ad3bc1a88129,415.1121520996094
1372e1ae0bd729de3f59baae76f62b02b73b21ac,449.7004699707031
3a74629fd3af085f644ada2fd31359de263dc95d,450.60546875
c5c4d066740c70017879a186e3df0b148edb1785,415.9432678222656
93622845055ef268067ee6964763aff9683e8360,424.1160888671875
5201a5f9e394334dc5fd4a496f8f50e6208d19e7,429.5257263183594
7e760b93b2a189673c81aff7015aca45b4f50f3e,471.3251647949219
eaa1a34e13b8a09212e41da38d9aeb156cdb67ec,NA
e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,427.913818359375
04013eb3b9f5e047e3c384cbc124d6be434890c1,407.1133117675781
da0d4b43fd0c5896ab67944d72aa269aa842668e,602.3963623046875
27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,478.5175476074219
bf751d79db8096cf876ac75002003bf2a7da2035,419.0578308105469
6e85f5878fde0da41bcbdeb1050e561c334bc31f,NA
726af52ecc5309864376cfbb79843e4d9bc67eb0,513.06317138671875
cdad5bfc0354572880fa799d9a0af784137de4a0,NA
ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,482.6523132324219
9cb5797ed8f7ede425ba307f769774b42460774c,467.9395751953125
ac75c3f733f769455017ffdcf9b4ef75af3f853b,413.1915588378906
8c408798149631973f52a14f363b604349f3425d,601.89739990234375
b2994317d9802cb04c018f57f863aaa6fae7a2b7,NA
0f1c44bdb576aa13a22627c4415521e2a68398e9,NA
b04c28955fd0f07bf69fc01d69aed8d166814b31,426.62261962890625
8526e4bbbef79ed45f772a3cf3f872feca4b2c78,434.42401123046875
fa2603e1077c05493a48a74c6365a8d938b9bb58,455.286376953125
0432abb93e94758393c78d674c53761c8e7547b2,415.394775390625
49b0b691c0182295bc83ac4cc9d50a64a5848c0d,536.55194091796875
40e4c903604e672a031abf55a0e9d0be2499e19d,534.59429931640625
954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,558.8387451171875
ae275ec587fa99cbc535a14b099e9a53418ad6f5,645.06475830078125
a40bcb038126e8fcc18613587d349c451b17495e,621.4576416015625
9b19bbaedd6ecaef988bef930c5793119b19dc00,437.3726501464844
62d3a19afc54c1410e6e771ea29b909f8796cdcc,NA
d20057efa140f475a2ab2abe27411b82e8da0e5e,NA
96e1a9ae54f3094c2837def24b35651fd65b7683,NA
3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,442.4390563964844
6be58e40bbd01a8ac4d505fbd0365dd83af28e95,456.65374755859375
f97828327a4314a4678a907d32d289e43235a80f,NA
46ef075a91ce3096159d24ef137e502955a2e92a,430.7854309082031
525cdb6a9a5f67818cf00847195ba88f8fe91978,NA
0fd2ebb2cba41467a2f1f064879e27c14671db11,420.68994140625
1a4a64788e42e62aebaf976e118e4312f271be20,546.92047119140625
53c0a7d0d86fd533212fc581cf32c5cccadc294a,NA
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,496.467041015625
fb888df8e882e6c0d8422fbd16748fe087fba56a,NA
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,474.055419921875
268cf78cf0732bf2305b70f7e0d213f9d4426fb9,NA
d920d310fa85f5d607cddd3f366d1fb4901372da,460.44329833984375
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,499.71435546875
15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,NA
ba01e15e5a2f24d0dd9b724618655a329ad61213,452.0569152832031
dbeac2f05498472ec708163898309999efef03f2,409.0426025390625
31782322f561ad5f596f6ae148c8204fad23705f,NA
bfd9561d59f723b856dbcc1ce674e11bba238a99,NA
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,536.1295166015625
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,464.8069763183594
825b9a5eb0d8725082051b41e082aed01dc9be7e,439.8352355957031
67d77c90ad21e26bfc94677547f6910b01dc1d32,444.2459411621094
5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,NA
74271d115ce6ed32aa2aa834385200a606c62bce,399.3751220703125
6efd349903f7b391b6f920cc76de7b507258a8c9,428.4353942871094
e85ffa10d21d03b9b4e925b5808dde341be4a62e,NA
c0934de7b64b1ea909ce77c97580606e18936874,581.8638916015625
f81906feca10f1eeb5153e9f662a06040dc795c9,533.08050537109375
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,434.3876037597656
2ad02e38865830766bb87531dcb154852364eb39,505.73529052734375
e2a2e25e4621145f30dd816bb0524080d0d0fe6e,NA
f986cc713f62755c8e4e47a388f9775fe2f46b40,445.02081298828125
143481c553f2f07d71a7b02d4364cf716eb213c3,521.473388671875
7c2c0ca131808098924fa3305efe67029c95e527,478.9512939453125
862074b9b6dcb5e90476279725b9d0aa991f1e86,416.763671875
a5873b09206a34e65ff84c5d12d27998701220b4,NA
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,409.0723571777344
cd532929efcd6be773ba62fc83c631a77eb24e94,693.145263671875
64a70bc39c408304ecb8e572765315a3896ff833,444.94189453125
5573caf7f47589820461e64565f85c11bf9f122b,455.7550964355469
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,560.00628662109375
e7f989fad23aa525007003e7d1382ae56c9947f5,467.9375305175781
44b8f6f734d554fec0da2e60da8d27868798c802,450.93939208984375
ae0ce3518210a23804d30a83c92f5c2da6fe1382,NA
34d6082a74330b3f5bc565fc573674afaa03f661,832.27764892578125
d25c087f96c3997d6328b953d4a710d27ef5838a,455.8785705566406
0e916480daf872f3cfd63c9decda513616804b6a,NA
0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,NA
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,472.9558410644531
e447d3f2d58677fd267d7a03f501ef642a1d4e06,422.2741394042969
fbe1950b1a096572f21ea11345473fefcba6c84c,470.3504943847656
e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,NA
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,456.52154541015625
e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,NA
48bb95f95bf1597bd67366fb50610ada3df98863,427.5661315917969
51ae593280f360e68b5400abcbb0d37f1ecade71,833.0728759765625
beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,NA
d306f972ccb66cdd4b336af47af14e1bf8240cec,NA
8a1a696322f3f7e0861982fbca06cdbb039832d9,NA
6058199e6bda1e0af51a1186b65ff76d4fe4035c,529.22137451171875
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,424.681396484375
31a4df5d818242efa0d50309c9bd5e503d3811fe,463.5377502441406
89c71043264315c4e0eea0f8775363a12dc82061,418.25146484375
81d76646552b14b85adb5d258e5a135fd7ddb86a,450.2433166503906
33de6b4f2bd10a91eb624b8d76424b8264d29a8d,NA
b63eff83ebc02e1bc7a73477edda3b76a05571b6,NA
c4a3b96cff4393b06246604527f1a558ad8b66b3,518.394775390625
dc284de80ad0db4a78bee253f995f0920e340cfa,NA
45eab0d008b4971810ca4b2d7b735916d9991a9a,663.40777587890625
982fd0566d5924b506fe1477fda3513984c4c702,550.50506591796875
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,485.6763000488281
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,438.9371337890625
dd6b231790b9a80f5d1d6ee8aa5796249f008d50,NA
8cadd025151167286941b7d4f113e0335e046bbb,570.045654296875
412696b14eed4da0a81260862fbe1855d8fc75a1,NA
6629196865947bb489338e3fa1c9f0e56614ee72,480.78912353515625
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,432.2186584472656
bff7d200b32aa005540af908fb325a46ca9bb742,423.02899169921875
22a2734a900eec40dd32ef379894cfafe40c63c6,NA
edfe4f7961749b29d0bcb06933f1a8710846e116,NA
5d42040f9935aff1dabc32c4f5a578148138e1af,449.3827819824219
bd01964e27b0e530ca458b382b07493aeb48a2ef,425.5470275878906
6588cdc7aef843b1775104bc38017bb3f808c7bc,444.14056396484375
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,599.8807373046875
1d705b7b461dfd626645d5df319ab733c1c1ca73,481.7364807128906
106b58912414f794e754883865bf6e4cf68adfbc,460.74212646484375
308f5a51e95317261a7d66fa83feaf3504542cbe,456.8666076660156
973c923e39db780e329a64c6049dc85d9be17978,426.894287109375
19dd82f8d74cf3f076d24e9985dae14d95a9318a,NA
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,420.2374267578125
7f9879b40a268318e2a969e73156aa9df7a48c13,524.166748046875
3060b85e8d3e20b11f4391e64c6f916cede388c5,NA
866d7784ed1380003929da44f965aef9339702f9,601.0880126953125
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,436.93408203125
032ef02de121b7ab5f2ee4ffab719f464050f862,NA
68040110ffe6ecacbbff5e21086c8c416132a22c,NA
f66562b958e6349449b87fea0a01fab214f6ec8b,393.8836669921875
beefc7a89a2d9882e5983d80e356f8b7c23994f7,458.6848449707031
82d7709a8445664e93038482fbfee478e8a40273,513.30010986328125
e3929d32c498f8e45ae326017cf7c60308880d94,578.359375
